"","artist_count","released_year","released_month","released_day","in_spotify_playlists","in_spotify_charts","streams","in_apple_playlists","in_apple_charts","bpm","danceability_.","valence_.","energy_.","acousticness_.","instrumentalness_.","liveness_.","speechiness_."
"715",2,2022,2,25,1729,0,153240879,26,1,104,80,24,65,2,0,9,4
"716",1,2021,9,3,2005,0,346127840,16,5,129,42,33,44,62,0,8,6
"717",1,2020,2,29,1188,0,312622938,13,1,94,76,81,80,20,0,25,4
"718",1,1975,10,31,40112,3,2197010679,321,162,71,41,23,40,27,0,30,5
"719",1,2018,3,16,3659,0,1200808494,11,10,146,59,23,46,66,0,15,6
"720",1,2020,3,27,9833,0,797196073,233,82,103,69,90,88,5,0,29,8
"721",1,2013,1,1,50887,34,1970673297,315,160,124,53,66,78,0,0,16,5
"722",1,2021,5,21,3257,0,665765558,10,0,164,70,71,58,24,0,7,13
"723",1,2021,9,10,1473,0,263779030,2,0,138,69,35,57,12,0,10,9
"724",1,2020,10,8,2226,0,339473453,36,2,126,67,37,46,13,0,10,39
"725",2,2017,2,22,23375,21,2204080728,336,188,103,61,47,65,3,0,17,4
"726",2,2016,5,31,28032,0,2591224264,315,159,95,75,64,52,41,0,11,3
"727",1,2022,2,22,290,0,135444283,9,66,200,39,28,77,4,0,6,29
"729",2,2019,6,28,2605,0,236872197,15,48,98,68,33,43,38,0,36,14
"730",1,2022,4,8,8737,0,694525298,163,32,107,91,32,56,3,0,11,10
"731",1,2022,3,23,1105,0,240661097,32,0,174,58,56,83,5,0,7,4
"732",1,2022,2,17,2499,21,421365166,68,24,92,45,27,67,32,0,13,14
"733",2,2022,3,25,2697,1,349746291,55,3,90,81,59,83,9,0,11,5
"734",1,2022,3,31,2092,0,255120451,75,11,147,60,58,69,2,0,58,4
"735",1,2022,4,1,1185,0,190981339,21,0,143,68,41,55,16,0,10,12
"736",1,2015,1,11,11985,0,924193303,79,80,101,76,63,71,3,0,10,3
"737",1,2022,4,5,753,8,305771063,28,124,118,70,54,71,0,0,33,4
"738",3,2022,3,18,2995,0,273005485,49,17,98,83,63,74,14,0,16,6
"739",1,2022,4,6,225,0,89566512,11,0,138,72,22,46,24,0,9,6
"740",1,2015,1,1,9243,0,677389855,155,5,114,59,30,62,1,0,8,4
"741",2,2022,4,7,918,0,75476209,24,0,180,63,45,64,34,0,9,8
"742",1,2021,9,9,1959,9,408843328,52,25,145,56,41,57,1,0,13,3
"743",3,2022,1,30,540,4,187772591,26,3,115,78,63,64,1,0,7,4
"744",3,2022,3,31,859,0,178512385,14,0,82,79,48,84,13,0,21,23
"745",1,2022,4,8,1116,0,101780047,31,9,166,70,22,61,2,0,10,34
"746",3,2022,3,30,273,2,118381354,12,2,92,86,91,79,29,0,60,16
"747",1,2022,4,8,686,2,146363130,11,6,108,71,55,44,74,0,11,6
"748",1,2022,3,25,226,0,126443991,5,0,84,71,63,45,45,0,11,3
"749",1,2022,3,25,1264,0,157990698,20,4,95,69,90,91,6,0,35,4
"750",4,2022,3,17,870,0,176290831,32,0,135,93,77,45,25,0,13,27
"751",1,2019,12,13,7556,0,1023187129,124,24,110,57,6,27,84,0,9,3
"752",2,1996,11,24,1370,0,106933107,46,8,88,89,59,64,5,0,19,7
"753",1,2022,3,30,315,2,139193812,27,2,119,87,28,50,12,0,10,10
"754",1,2022,3,18,651,0,212234990,6,188,120,58,71,80,15,0,7,41
"755",1,2016,9,23,12382,0,1714490998,229,57,122,86,97,80,36,0,9,6
"756",2,2022,3,18,625,0,197643795,10,2,98,78,83,75,41,0,27,8
"757",1,2019,12,13,8429,1,807015863,85,24,140,45,25,84,21,0,13,6
"758",3,2013,1,1,52898,0,933815613,203,1,116,79,87,81,4,0,10,4
"759",1,2021,6,25,3436,0,499710590,32,6,124,86,62,49,51,0,35,21
"760",6,2022,2,25,918,0,120847157,34,39,105,91,73,72,13,0,9,15
"761",1,2022,4,5,181,0,53909146,16,14,118,68,24,58,44,0,6,3
"762",1,2014,6,20,18778,3,2236667932,228,105,108,61,20,38,61,0,10,5
"763",1,2015,11,9,22730,5,2123309722,289,87,100,61,53,38,84,0,28,44
"764",1,2022,5,13,5542,0,301242089,52,16,140,81,39,66,38,0,12,14
"765",1,2022,4,14,9021,0,723894473,242,49,109,84,72,74,10,0,34,7
"766",3,2022,5,13,4627,0,237351106,38,13,101,78,40,74,36,0,17,27
"767",1,2022,5,6,2229,0,461558540,27,44,78,56,61,90,36,0,18,31
"768",1,2022,5,6,1112,6,417230415,7,30,93,79,22,55,31,0,12,5
"769",1,2022,5,13,2575,0,156898322,4,5,87,52,32,83,24,0,17,43
"770",2,2022,5,13,3107,0,127309180,4,0,153,55,50,78,19,0,11,35
"771",1,2022,5,6,1179,0,313113297,7,21,142,87,93,59,28,0,17,5
"772",1,2022,5,13,3486,0,173702135,20,10,96,85,41,43,39,0,12,21
"773",2,2022,5,12,2942,0,271666301,42,28,125,50,39,78,4,0,11,33
"774",1,2022,5,6,1443,0,305650299,9,11,85,71,43,65,23,0,9,5
"775",2,2022,5,13,3028,0,123216717,22,0,140,92,78,57,46,0,14,9
"776",2,2022,5,6,1796,8,479655659,8,25,196,66,58,79,23,0,22,20
"777",1,2022,5,13,2729,0,126191104,3,7,134,78,51,43,69,0,14,9
"778",2,2022,5,6,1195,0,344055883,8,30,103,80,45,62,76,0,10,38
"779",1,2022,5,6,892,3,338422004,10,24,130,82,50,67,12,0,13,5
"780",2,2022,5,13,1635,0,68895644,4,1,108,65,52,69,31,0,8,36
"781",3,2022,5,13,2291,0,86176890,9,0,123,61,66,71,53,0,32,46
"782",1,2022,5,6,1029,28,403231558,5,28,152,84,74,69,21,0,18,6
"783",2,2022,5,6,1681,7,319546754,10,30,108,78,55,60,59,0,7,4
"784",1,2022,5,13,1480,0,61739839,1,0,72,56,56,47,76,0,8,36
"785",1,2022,5,6,829,0,283359161,4,15,121,86,67,65,42,0,35,7
"786",3,2022,5,13,2308,0,76831876,7,0,138,57,71,82,19,0,15,29
"787",1,2022,5,6,1004,1,283332261,8,12,188,50,41,50,69,0,12,6
"788",2,2022,2,14,1367,0,307752576,48,4,110,80,26,85,23,0,11,21
"789",1,2022,5,6,1112,3,279737940,7,25,105,81,77,79,19,0,47,8
"790",1,2022,5,6,1209,0,212351890,9,7,118,63,60,70,5,0,9,31
"791",2,2019,5,31,9539,15,1304313953,162,116,176,61,24,62,60,0,24,31
"792",1,2022,5,6,1992,0,150500965,35,0,158,83,41,65,0,10,11,8
"793",1,2022,5,6,897,0,246127838,6,20,115,85,72,58,9,0,49,12
"794",1,2016,1,15,2948,0,582863434,10,2,110,51,48,82,0,0,5,3
"795",2,2022,5,13,1860,0,58687425,1,0,174,73,26,54,30,0,34,32
"796",2,2022,4,29,802,0,212109195,16,81,130,91,91,96,3,0,3,9
"797",1,2022,4,29,2224,8,382199619,48,40,78,36,30,54,34,0,14,5
"798",1,2022,5,13,1103,0,41210087,0,0,104,44,74,42,88,0,9,9
"799",1,2022,5,13,2265,0,231657891,93,12,121,64,80,88,0,0,12,6
"800",1,2022,3,10,555,0,53729194,10,4,105,83,32,82,14,0,12,4
"801",1,2022,4,22,2050,0,244741137,52,9,81,38,20,66,9,0,9,8
"802",1,2022,5,13,1493,0,42485571,2,0,170,37,14,24,80,0,11,4
"803",1,2022,5,13,1545,0,37778188,1,0,78,43,60,38,76,1,48,38
"804",1,2022,4,29,2350,0,254218729,28,42,125,88,28,66,6,0,13,31
"805",1,2022,5,13,1929,0,53603447,2,0,92,66,29,65,23,0,8,7
"806",1,2022,4,22,710,4,160035717,16,11,140,84,61,42,31,0,9,9
"807",2,2022,4,25,928,0,164163229,19,0,96,61,32,90,25,0,10,9
"808",1,2022,5,13,1194,0,37091576,0,0,118,66,83,43,84,0,19,19
"809",2,2022,2,6,349,6,284249832,10,22,92,71,67,60,7,0,6,4
"810",2,2022,5,13,1890,0,33381454,3,0,140,49,50,37,87,0,11,35
"811",2,2022,4,1,1308,2,184622518,23,16,174,68,45,71,18,0,11,25
"812",2,2022,1,26,4531,0,300983101,135,74,127,77,53,78,19,0,29,4
"813",2,2022,5,6,1657,0,121077868,15,3,96,71,37,52,62,0,11,36
"814",2,2022,4,29,1351,0,106919680,26,1,150,82,82,66,13,0,11,6
"815",1,2022,4,13,608,0,136996305,5,29,100,87,46,60,1,0,13,16
"816",1,2021,12,24,1211,0,65719930,31,0,105,73,59,81,13,0,9,6
"817",1,2022,5,2,629,0,229497852,18,75,104,86,43,62,5,0,13,14
"818",1,2022,3,23,1301,0,185550869,23,1,154,54,45,79,1,0,17,5
"819",1,2022,2,22,1329,0,54682594,42,51,80,47,33,83,18,0,10,5
"820",2,2022,4,24,343,2,240580042,4,35,150,53,14,43,64,0,13,3
"821",1,1998,3,31,13101,9,1284942608,137,5,156,32,49,72,0,0,9,4
"822",1,2022,5,8,2939,0,71423324,29,0,98,76,79,81,18,0,6,34
"823",1,2019,11,7,407,1,244891912,5,0,92,58,27,36,86,0,9,3
"824",1,2022,5,6,1492,0,132171975,26,2,144,47,7,50,32,0,7,4
"825",1,2017,10,20,2264,0,184706613,11,6,150,37,27,56,8,0,13,3
"826",1,2021,8,9,801,0,184826429,42,9,138,70,31,44,84,0,9,39
"827",1,2022,6,10,829,0,302006641,32,110,172,56,68,89,4,0,33,19
"828",1,2022,6,10,736,0,330881149,5,132,77,72,70,82,2,0,4,17
"829",1,2022,5,20,4449,1,334733572,80,11,107,72,36,72,26,6,11,4
"830",1,2022,5,20,3218,3,366214458,29,10,114,51,39,29,90,0,10,4
"831",1,2022,6,10,327,0,114546317,5,40,117,63,29,51,43,0,25,4
"832",1,2022,5,20,2775,0,290833204,21,11,146,69,63,45,48,0,18,4
"833",1,2022,5,6,4576,0,448500832,79,13,160,80,74,60,8,0,14,26
"834",4,2022,6,10,2313,0,136676504,34,0,120,88,15,56,1,0,8,6
"835",3,2022,5,27,3983,0,190625045,73,45,100,82,76,70,16,0,8,5
"836",1,2022,6,10,279,0,79095270,0,18,158,60,68,84,4,0,24,11
"837",1,2022,5,20,2302,0,273194684,20,3,142,56,40,54,72,0,10,4
"838",4,2022,5,20,3559,3,333146475,36,1,170,80,77,85,11,0,17,14
"839",2,2022,5,27,2129,0,194902696,23,1,84,71,39,86,2,0,51,25
"840",1,2022,5,20,3291,5,311482393,43,28,139,58,30,46,14,0,9,3
"841",1,1982,1,1,5328,0,195918494,54,76,151,73,88,67,20,0,32,5
"842",2,2022,6,8,1401,0,248511839,26,16,128,82,42,75,6,0,63,6
"843",1,2022,5,20,1933,0,233671263,13,2,118,56,20,54,67,0,6,5
"844",1,2022,5,20,1986,0,199587884,7,1,183,65,88,72,36,14,20,3
"845",1,2022,6,9,1057,0,91781263,51,14,83,63,29,62,4,0,18,4
"846",2,2022,2,18,5115,13,383835984,109,38,122,85,42,80,6,0,17,14
"847",1,2022,5,20,2094,1,236060709,8,1,165,72,90,48,32,0,18,23
"848",1,2022,5,20,2171,0,189236868,18,1,106,83,90,64,35,5,9,4
